Date,Open,High,Low,Close,Volume
2023-01-31,197.46,197.85,196.73,196.83,57334901
2023-02-01,197.75,197.76,194.78,196.25,88020566
2023-02-02,193.48,193.8,193.06,193.12,92778076
2023-02-03,190.61,191.42,189.95,190.82,76471311
2023-02-06,190.79,191.03,190.64,191.01,73255666
2023-02-07,191.61,191.92,191.1,191.18,78570055
2023-02-08,194.35,194.5,193.64,193.99,53341861
2023-02-09,192.72,193.71,192.2,193.31,91765312
2023-02-10,189.27,190.55,188.23,189.75,79396163
2023-02-13,190.3,191.91,188.68,190.58,86432549
2023-02-14,193.6,193.79,192.24,193.36,61476429
2023-02-15,194.62,195.27,194.19,194.68,82002177
2023-02-16,194.48,194.82,194.01,194.13,95545724
2023-02-17,199.7,200.17,199.22,199.87,104549381
2023-02-20,200.24,201.52,200.15,201.14,76231747
2023-02-21,201.5,202.42,200.55,202.37,58640145
2023-02-22,200.34,201.53,200.34,200.8,87809281
2023-02-23,198.88,198.88,197.79,198.47,82363575
2023-02-24,196.99,198.92,196.6,198.32,102097172
2023-02-27,197.21,198.15,197.15,197.45,90467715
2023-02-28,195.78,197.21,195.35,195.96,58815995
2023-03-01,196.19,199.66,195.66,198.19,99839731
2023-03-02,200.34,202.13,199.35,200.41,83843291
2023-03-03,196.96,197.32,196.84,197.25,87811773
2023-03-06,197.1,197.39,196.99,197.01,94194441
2023-03-07,194.88,195.22,193.17,194.66,68463212
2023-03-08,196.56,197.09,196.5,197.07,52607411
2023-03-09,195.67,195.89,194.73,195.45,117925916
2023-03-10,193.78,193.96,192.34,192.54,86075711
2023-03-13,190.82,191.99,190.42,191.0,80822201
2023-03-14,195.71,195.97,194.49,195.18,63331233
2023-03-15,193.7,195.05,192.61,192.96,82038060
2023-03-16,192.27,192.81,191.71,192.36,94766028
2023-03-17,193.87,195.45,192.52,194.89,75568906
2023-03-20,194.88,195.92,194.16,195.32,67406301
2023-03-21,193.36,193.59,192.53,193.45,89051623
2023-03-22,192.66,194.91,192.08,193.53,73250723
2023-03-23,196.21,197.16,196.17,196.62,91727753
2023-03-24,202.34,202.37,200.79,201.73,84924917
2023-03-27,201.71,203.77,201.33,203.74,103625353
2023-03-28,204.73,205.34,204.55,204.77,54264423
2023-03-29,200.53,202.45,199.92,200.5,92822943
2023-03-30,201.17,201.18,200.85,200.85,115304697
2023-03-31,201.25,201.85,200.74,201.59,91835879
2023-04-03,199.47,200.91,199.39,199.62,82469247
2023-04-04,200.4,200.43,200.31,200.4,72700314
2023-04-05,199.74,200.21,199.66,200.19,110350924
2023-04-06,203.2,204.25,203.07,203.74,55949852
2023-04-07,207.29,207.42,206.37,207.25,66413806
2023-04-10,208.8,209.02,207.15,207.77,73313511
2023-04-11,209.78,209.94,209.48,209.69,111509503
2023-04-12,210.97,212.03,209.73,210.78,72461013
2023-04-13,214.7,214.78,214.28,214.54,97380429
2023-04-14,211.77,211.97,210.32,210.8,94564078
2023-04-17,210.28,210.53,208.31,208.73,105073945
2023-04-18,206.29,206.98,203.61,205.18,102496899
2023-04-19,208.4,210.15,208.2,208.28,78727993
2023-04-20,214.21,214.94,211.2,212.94,103899323
2023-04-21,214.25,216.55,213.85,215.38,83997463
2023-04-24,218.13,218.97,217.23,218.26,61592111
2023-04-25,220.69,221.05,219.72,220.05,57997043
2023-04-26,222.36,223.07,221.12,222.09,68904815
2023-04-27,221.24,221.25,219.61,220.65,87937226
2023-04-28,222.02,222.98,220.66,221.46,93682501
2023-05-01,227.91,228.05,225.72,225.91,89929257
2023-05-02,224.68,225.39,224.02,224.79,111069572
2023-05-03,217.36,219.79,217.23,218.8,63487010
2023-05-04,223.21,223.67,222.49,223.16,94470459
2023-05-05,224.7,225.23,224.22,224.41,107563860
2023-05-08,221.74,222.77,221.39,221.78,90365237
2023-05-09,221.35,222.48,220.93,221.2,50566088
2023-05-10,219.74,219.81,219.69,219.8,65433222
2023-05-11,216.87,216.98,216.56,216.82,62834263
2023-05-12,218.58,218.75,218.52,218.64,101844408
2023-05-15,217.12,217.5,217.05,217.06,77512406
2023-05-16,218.52,219.3,217.32,217.82,74723448
2023-05-17,216.17,218.39,215.96,217.73,109509024
2023-05-18,214.65,215.14,214.62,215.08,102777488
2023-05-19,218.0,218.32,216.27,216.87,90907604
2023-05-22,218.72,218.88,217.7,217.92,110910677
2023-05-23,217.0,218.57,216.8,217.55,102499002
2023-05-24,215.37,215.92,215.18,215.86,86319763
2023-05-25,218.64,219.14,217.12,217.42,55384935
2023-05-26,216.83,217.03,216.13,216.48,61616152
2023-05-29,215.93,216.68,215.64,216.39,117552809
2023-05-30,213.18,213.87,212.76,213.87,65342276
2023-05-31,216.68,217.13,214.95,215.16,114825507
2023-06-01,213.67,213.92,211.51,212.73,57322153
2023-06-02,212.82,216.26,212.14,214.09,107678210
2023-06-05,216.29,216.42,216.09,216.12,59163766
2023-06-06,212.99,213.81,212.34,212.79,106366866
2023-06-07,213.07,213.54,212.73,213.28,115972086
2023-06-08,212.98,213.69,212.64,213.3,79754469
2023-06-09,214.28,215.12,213.76,214.3,70218082
2023-06-12,215.97,216.1,215.41,215.73,90990129
2023-06-13,215.52,216.94,215.04,216.47,79012949
2023-06-14,218.48,219.83,218.2,219.29,107888503
2023-06-15,220.06,220.43,218.99,219.93,66150865
2023-06-16,219.48,220.32,218.1,219.48,87043861
2023-06-19,221.09,222.26,221.05,221.58,104089633
2023-06-20,222.28,224.68,222.1,223.35,96737861
2023-06-21,222.44,222.85,221.71,222.27,78563971
2023-06-22,224.17,224.72,223.86,224.35,75793044
2023-06-23,225.81,225.93,225.33,225.73,87516108
2023-06-26,227.23,227.37,226.21,227.05,50809178
2023-06-27,224.31,224.59,222.51,224.42,116134855
2023-06-28,218.28,218.55,217.18,218.29,94324346
2023-06-29,216.66,216.99,216.53,216.89,112670767
2023-06-30,217.72,217.97,216.42,217.38,106043692
2023-07-03,219.12,220.28,218.98,219.7,119518245
2023-07-04,220.11,220.54,218.1,218.68,100426676
2023-07-05,216.84,217.07,214.89,215.92,55051646
2023-07-06,220.4,220.46,220.16,220.35,64689949
2023-07-07,216.27,216.59,215.67,216.05,59909551
2023-07-10,218.57,220.04,218.38,219.66,50460796
2023-07-11,218.29,218.34,217.74,218.31,103789198
2023-07-12,219.23,219.91,218.69,218.94,107293031
2023-07-13,219.0,219.43,218.1,218.74,78748123
2023-07-14,221.54,222.16,220.95,221.89,104441451
2023-07-17,222.58,222.83,222.16,222.21,86216069
2023-07-18,226.79,226.85,226.2,226.73,53830121
2023-07-19,221.6,223.0,221.23,222.91,74728252
2023-07-20,225.05,225.29,224.09,224.94,91011120
2023-07-21,224.72,225.11,222.96,223.61,51500948
2023-07-24,225.7,226.02,223.46,225.9,113388426
2023-07-25,226.12,226.39,224.06,225.73,113105980
2023-07-26,222.89,224.67,222.09,223.81,98491820
2023-07-27,225.83,226.13,225.23,225.65,77550115
2023-07-28,227.43,228.22,226.86,227.21,55059667
2023-07-31,226.3,227.63,225.37,226.65,106002354
2023-08-01,224.51,224.55,224.42,224.44,80223477
2023-08-02,226.63,226.87,225.42,225.66,82266497
2023-08-03,230.07,230.27,229.99,230.23,113135532
2023-08-04,232.19,232.66,231.77,232.43,68138519
2023-08-07,234.79,235.29,233.66,234.16,114916908
2023-08-08,232.46,232.77,231.2,231.51,92616258
2023-08-09,237.06,238.07,233.87,235.49,72005782
2023-08-10,238.74,239.81,236.18,237.73,53887008
2023-08-11,230.26,234.62,229.39,232.99,108104228
2023-08-14,231.43,233.03,230.61,232.13,89564766
2023-08-15,234.66,236.53,234.45,236.01,64557759
2023-08-16,229.73,232.87,229.21,231.4,91819037
2023-08-17,230.1,230.12,229.57,230.12,89542531
2023-08-18,229.77,229.98,229.63,229.8,53033349
2023-08-21,230.6,232.13,229.98,231.83,56299492
2023-08-22,224.64,225.9,224.52,224.53,106381498
2023-08-23,224.69,225.08,224.45,224.95,93626563
2023-08-24,223.94,225.35,223.48,224.91,62633010
2023-08-25,225.93,226.43,224.71,225.24,81981908
2023-08-28,222.12,222.79,221.76,221.83,110974359
2023-08-29,223.46,223.73,222.51,223.14,117980386
2023-08-30,222.37,224.93,221.73,223.92,85259675
2023-08-31,227.34,227.47,226.09,226.95,81664126
2023-09-01,229.19,229.69,227.27,227.68,58978989
2023-09-04,227.77,228.47,227.7,228.44,69847987
2023-09-05,228.07,230.34,227.48,229.14,100672855
2023-09-06,228.89,229.19,225.51,226.83,113475441
2023-09-07,227.5,228.64,225.78,228.29,97368963
2023-09-08,223.71,223.71,222.04,223.59,93860083
2023-09-11,219.7,221.73,219.63,220.85,61953070
2023-09-12,218.4,219.31,218.38,218.6,84761183
2023-09-13,219.49,219.99,217.24,218.8,111423138
2023-09-14,222.15,223.3,221.67,222.24,111483654
2023-09-15,221.23,222.3,221.23,221.91,90487099
2023-09-18,223.41,223.74,221.63,222.41,95759166
2023-09-19,222.63,223.32,222.16,222.34,65074661
2023-09-20,219.93,220.87,218.31,220.36,112451660
2023-09-21,220.52,221.11,219.92,220.43,106975081
2023-09-22,218.36,220.0,218.08,219.85,95545655
2023-09-25,217.92,218.05,216.27,217.22,119441078
2023-09-26,215.36,215.88,214.9,215.58,81263040
2023-09-27,210.54,212.03,210.19,211.76,54473014
2023-09-28,212.32,213.72,210.35,210.54,89839283
2023-09-29,211.17,213.96,209.96,211.62,87452622
2023-10-02,208.73,212.18,208.15,211.06,58182535
2023-10-03,211.9,212.87,210.27,211.0,71847630
2023-10-04,210.01,210.71,208.99,209.96,50814422
2023-10-05,207.28,210.06,207.03,207.53,84971274
2023-10-06,207.13,207.27,206.94,207.09,53641771
2023-10-09,209.21,209.39,209.11,209.23,97423958
2023-10-10,212.41,213.41,210.7,210.84,68740105
2023-10-11,209.84,210.43,209.61,209.79,69759626
2023-10-12,210.17,210.38,210.08,210.29,99885716
2023-10-13,215.98,216.39,213.33,215.95,80999906
2023-10-16,216.3,217.42,215.64,215.87,62374888
2023-10-17,219.15,219.42,218.63,219.07,65168970
2023-10-18,220.78,221.26,218.9,220.34,67278806
2023-10-19,216.77,217.11,215.82,216.23,63431835
2023-10-20,213.22,214.25,211.79,213.89,76455291
2023-10-23,214.11,214.51,213.63,214.18,76271534
2023-10-24,214.53,217.34,214.47,215.69,98730509
2023-10-25,216.48,217.97,214.29,215.13,92622487
2023-10-26,208.57,209.55,208.52,208.91,102866880
2023-10-27,212.29,212.32,211.42,211.55,52363162
2023-10-30,215.7,216.3,215.33,215.48,116927749
2023-10-31,209.75,211.36,209.29,210.6,85002379
2023-11-01,208.65,208.69,208.46,208.52,117487903
2023-11-02,208.91,209.21,208.72,208.95,63721794
2023-11-03,212.82,213.02,212.53,212.69,69975372
2023-11-06,213.93,214.0,212.21,212.24,106285723
2023-11-07,213.16,213.54,212.15,212.82,117873129
2023-11-08,210.81,210.91,209.9,209.92,82775006
2023-11-09,210.71,212.11,209.98,210.87,98257587
2023-11-10,214.45,214.98,213.26,214.02,61152153
2023-11-13,212.36,215.07,211.94,214.18,97623905
2023-11-14,214.25,215.93,213.62,214.19,96619069
2023-11-15,214.63,217.11,212.73,214.76,104331101
2023-11-16,217.36,217.76,216.53,217.57,101535568
2023-11-17,217.87,217.92,216.81,217.45,90483087
2023-11-20,218.38,219.85,216.78,217.37,51578315
2023-11-21,216.64,217.54,215.32,217.08,95447478
2023-11-22,216.24,216.35,214.04,214.94,81397110
2023-11-23,219.83,220.17,218.67,219.02,107079389
2023-11-24,223.63,223.99,222.42,222.68,90004651
2023-11-27,219.44,220.14,219.24,219.47,90216746
2023-11-28,219.48,221.08,218.96,219.62,102141506
2023-11-29,222.65,225.5,220.01,221.63,94855106
2023-11-30,225.49,226.08,223.3,225.4,54300915
2023-12-01,227.44,229.55,225.94,228.13,65125440
2023-12-04,224.55,226.86,224.46,226.19,70481913
2023-12-05,226.35,227.5,225.47,226.27,51760511
2023-12-06,230.81,233.45,229.77,231.64,89944891
2023-12-07,232.77,232.95,231.75,231.93,106684948
2023-12-08,233.8,234.4,233.64,233.77,72802311
2023-12-11,236.91,237.18,235.32,236.53,97427053
2023-12-12,237.02,237.4,235.07,236.56,84356387
2023-12-13,236.01,236.74,234.64,235.52,117256609
2023-12-14,235.22,237.07,235.15,235.83,62312829
2023-12-15,231.1,233.04,228.3,231.11,68804536
2023-12-18,228.81,229.33,227.32,228.09,70080580
2023-12-19,225.38,225.61,223.38,224.95,73737188
2023-12-20,227.82,227.94,226.76,227.28,119185062
2023-12-21,224.23,224.97,223.34,224.18,70462320
2023-12-22,221.14,222.7,220.57,220.71,64749151
2023-12-25,217.06,217.8,215.22,216.08,88677396
2023-12-26,220.17,220.2,218.93,219.86,98591742
